,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,y_true,y_predict,y_proba,y_proba_predict,Igual y_pred,Igual y_proba
166,0,18,2,2,1131,0,0,4,1,0,2,2,33,2,1,1,2,1,0,0,0,0,0.500000406,0,VERDADERO,VERDADERO
167,1,11,2,2,1577,3,1,4,1,0,1,0,20,2,1,1,2,1,0,0,1,1,0.731058537,1,VERDADERO,VERDADERO
168,3,24,2,2,3972,0,3,2,1,0,4,1,25,2,0,1,2,1,1,0,1,1,0.731058611,1,VERDADERO,VERDADERO
169,1,24,4,9,1935,0,4,4,0,0,4,0,31,2,1,2,2,1,1,0,0,0,0.500000223,0,VERDADERO,VERDADERO
170,0,15,0,0,950,0,4,4,2,0,3,2,33,2,0,2,2,2,0,0,0,0,0.500000088,0,VERDADERO,VERDADERO
171,3,12,2,2,763,0,2,4,1,0,1,0,26,2,1,1,2,1,1,0,1,1,0.731058455,1,VERDADERO,VERDADERO
172,1,24,3,2,2064,0,0,3,1,0,2,1,34,2,1,1,3,1,1,0,0,0,0.500000235,0,VERDADERO,VERDADERO
173,1,8,2,3,1414,0,2,4,2,2,2,0,33,2,1,1,2,1,0,1,1,1,0.73105835,1,VERDADERO,VERDADERO
174,0,21,3,6,3414,0,1,2,2,0,1,1,26,2,1,2,2,1,0,0,0,0,0.500000142,0,VERDADERO,VERDADERO
175,3,30,1,1,7485,4,0,4,1,0,1,0,53,0,1,1,3,1,1,0,0,0,0.50000026,0,VERDADERO,VERDADERO
176,0,12,2,2,2577,0,2,2,0,0,1,2,42,2,1,1,2,1,0,0,1,1,0.731058475,1,VERDADERO,VERDADERO
177,0,6,4,3,338,2,4,4,2,0,4,2,52,2,1,2,2,1,0,0,1,1,0.650842021,1,VERDADERO,VERDADERO
178,3,12,2,3,1963,0,3,4,2,0,2,2,31,2,0,2,3,2,1,0,1,1,0.731058484,1,VERDADERO,VERDADERO
179,0,21,4,0,571,0,4,4,2,0,4,0,65,2,1,2,2,1,0,0,1,1,0.731058478,1,VERDADERO,VERDADERO
180,3,36,3,9,9572,0,1,1,0,0,1,2,28,2,1,2,2,1,0,0,0,0,0.500000151,0,VERDADERO,VERDADERO
181,1,36,3,9,4455,0,2,2,0,0,2,0,30,1,1,2,3,1,1,0,0,0,0.500000213,0,VERDADERO,VERDADERO
182,0,21,1,0,1647,4,2,4,2,0,2,1,40,2,1,2,1,2,0,0,0,0,0.500000228,0,VERDADERO,VERDADERO
183,3,24,4,2,3777,3,2,4,2,0,4,0,50,2,1,1,2,1,1,0,1,1,0.731058454,1,VERDADERO,VERDADERO
184,1,18,4,0,884,0,4,4,2,0,4,2,36,0,1,1,2,2,1,0,0,1,0.641736743,1,FALSO,FALSO
185,3,15,4,3,1360,0,2,4,2,0,2,1,31,2,1,2,2,1,0,0,1,0,0.578951656,1,FALSO,VERDADERO
186,1,9,1,1,5129,0,4,2,1,0,4,3,74,0,2,1,3,2,1,0,0,0,0.618285736,1,VERDADERO,FALSO
187,1,16,4,0,1175,0,0,2,2,0,3,2,68,2,2,3,0,1,1,0,1,1,0.73105847,1,VERDADERO,VERDADERO
188,0,12,2,3,674,1,3,4,3,0,1,1,20,2,1,1,2,1,0,0,0,0,0.500000174,0,VERDADERO,VERDADERO
189,1,18,0,2,3244,0,2,1,1,0,4,2,33,0,1,2,2,1,1,0,1,1,0.731058526,1,VERDADERO,VERDADERO
190,3,24,2,9,4591,3,2,2,2,0,3,1,54,2,1,3,3,1,1,0,0,0,0.500000201,0,VERDADERO,VERDADERO
191,1,48,0,9,3844,1,3,4,2,0,4,3,34,2,2,1,1,2,0,0,0,0,0.500000287,0,VERDADERO,VERDADERO
192,1,27,2,9,3915,0,2,4,2,0,2,2,36,2,1,1,2,2,1,0,0,0,0.500000224,0,VERDADERO,VERDADERO
193,3,6,2,3,2108,0,3,2,3,0,2,0,29,2,0,1,2,1,0,0,1,0,0.606814511,1,FALSO,VERDADERO
194,1,45,2,3,3031,1,2,4,2,2,4,1,21,2,0,1,2,1,0,0,0,0,0.500000229,0,VERDADERO,VERDADERO
195,1,9,4,6,1501,0,4,2,1,0,3,2,34,2,1,2,3,1,1,0,0,0,0.500000251,0,VERDADERO,VERDADERO
196,3,6,4,3,1382,0,2,1,1,0,1,2,28,2,1,2,2,1,1,0,1,1,0.731058417,1,VERDADERO,VERDADERO
197,1,12,2,2,951,1,1,4,1,0,4,2,27,0,0,4,2,1,0,0,0,0,0.500000061,0,VERDADERO,VERDADERO
198,1,24,2,1,2760,4,4,4,2,0,4,3,36,0,2,1,2,1,1,0,1,1,0.731058453,1,VERDADERO,VERDADERO
199,1,18,3,2,4297,0,4,4,0,0,3,3,40,2,1,1,3,1,1,0,0,1,0.749699648,1,FALSO,FALSO
200,3,9,4,6,936,2,4,4,2,0,2,2,52,2,1,2,2,1,1,0,1,1,0.731058577,1,VERDADERO,VERDADERO
201,0,12,2,0,1168,0,2,4,3,0,3,0,27,2,1,1,1,1,0,0,1,1,0.731058453,1,VERDADERO,VERDADERO
202,3,27,3,9,5117,0,3,3,2,0,4,2,26,2,1,2,2,1,0,0,1,0,0.574211352,1,FALSO,VERDADERO
203,0,12,2,8,902,0,3,4,3,0,4,1,21,2,0,1,2,1,0,0,0,1,0.671450614,1,FALSO,FALSO
204,3,12,4,0,1495,0,4,4,2,0,1,0,38,2,1,2,1,2,0,0,1,1,0.73105861,1,VERDADERO,VERDADERO
205,0,30,4,1,10623,0,4,3,2,0,4,3,38,2,2,3,3,2,1,0,1,1,0.731058449,1,VERDADERO,VERDADERO
206,3,12,4,2,1935,0,4,4,2,0,4,0,43,2,1,3,2,1,1,0,1,1,0.731058501,1,VERDADERO,VERDADERO
207,1,12,4,4,1424,0,3,4,2,0,3,1,26,2,1,1,2,1,0,0,1,1,0.731058498,1,VERDADERO,VERDADERO
208,0,24,2,9,6568,0,2,2,3,0,2,2,21,1,1,1,1,1,0,0,1,1,0.731058563,1,VERDADERO,VERDADERO
209,3,12,2,1,1413,3,3,3,2,0,2,1,55,2,1,1,2,1,0,1,1,1,0.731058566,1,VERDADERO,VERDADERO
210,3,9,4,3,3074,4,2,1,2,0,2,0,33,2,1,2,2,2,0,0,1,1,0.731058596,1,VERDADERO,VERDADERO
211,3,36,2,3,3835,4,4,2,1,0,4,0,45,2,1,1,1,1,1,0,1,1,0.73105845,1,VERDADERO,VERDADERO
212,0,27,0,9,5293,0,0,2,2,0,4,1,50,1,1,2,2,1,1,0,0,0,0.500000322,0,VERDADERO,VERDADERO
213,2,30,3,9,1908,0,4,4,2,0,4,0,66,2,1,1,3,1,1,0,0,0,0.500000285,0,VERDADERO,VERDADERO
214,3,36,4,3,3342,4,4,4,2,0,2,2,51,2,1,1,2,1,1,0,1,1,0.731058414,1,VERDADERO,VERDADERO
215,1,6,4,8,932,4,3,1,1,0,3,1,39,2,1,2,1,1,0,0,1,1,0.731058446,1,VERDADERO,VERDADERO
216,0,18,0,9,3104,0,3,3,2,0,1,1,31,0,1,1,2,1,1,0,1,1,0.731058508,1,VERDADERO,VERDADERO
217,2,36,2,3,3913,0,2,2,2,0,2,0,23,2,1,1,2,1,1,0,1,1,0.731058397,1,VERDADERO,VERDADERO
218,0,24,2,2,3021,0,2,2,0,0,2,0,24,2,0,1,1,1,0,0,1,1,0.71317732,1,VERDADERO,VERDADERO
219,3,10,2,0,1364,0,2,2,1,0,4,2,64,2,1,1,2,1,1,0,1,0,0.567103672,1,FALSO,VERDADERO
220,1,12,2,3,625,0,1,4,3,2,1,0,26,0,1,1,1,1,0,0,1,1,0.731058495,1,VERDADERO,VERDADERO
221,0,12,2,6,1200,4,2,4,1,0,4,1,23,0,0,1,2,1,1,0,1,1,0.731058487,1,VERDADERO,VERDADERO
222,3,12,2,3,707,0,2,4,2,0,2,0,30,0,1,2,2,1,0,0,1,1,0.731058448,1,VERDADERO,VERDADERO
223,3,24,3,9,2978,4,2,4,2,0,4,0,32,2,1,2,2,2,1,0,1,1,0.731058632,1,VERDADERO,VERDADERO
224,3,15,2,1,4657,0,2,3,2,0,2,2,30,2,1,1,2,1,1,0,1,1,0.731058369,1,VERDADERO,VERDADERO
225,3,36,0,5,2613,0,2,4,2,0,2,2,27,2,1,2,2,1,0,0,1,1,0.731058583,1,VERDADERO,VERDADERO
226,1,48,2,3,10961,3,3,1,2,1,2,3,27,0,1,2,2,1,1,0,0,0,0.60061068,1,VERDADERO,FALSO
227,0,12,2,2,7865,0,4,4,2,0,4,3,53,2,2,1,3,1,1,0,0,0,0.500000236,0,VERDADERO,VERDADERO
228,3,9,2,3,1478,0,3,4,2,0,2,2,22,2,1,1,2,1,0,0,0,0,0.500000176,0,VERDADERO,VERDADERO
229,0,24,2,2,3149,0,1,4,2,0,1,3,22,0,2,1,2,1,0,0,1,1,0.696190426,1,VERDADERO,VERDADERO
230,2,36,2,3,4210,0,2,4,2,0,2,2,26,2,1,1,2,1,0,0,0,0,0.500000283,0,VERDADERO,VERDADERO
231,3,9,2,0,2507,2,4,2,2,0,4,3,51,2,2,1,1,1,0,0,1,1,0.731058509,1,VERDADERO,VERDADERO
232,3,12,2,3,2141,1,3,3,2,0,1,3,35,2,1,1,2,1,0,0,1,1,0.731058533,1,VERDADERO,VERDADERO
233,1,18,2,3,866,0,2,4,3,2,2,0,25,2,1,1,1,1,0,0,1,1,0.731058559,1,VERDADERO,VERDADERO
234,3,4,4,3,1544,0,3,2,2,0,1,0,42,2,1,3,1,2,0,0,1,1,0.643182476,1,VERDADERO,VERDADERO
235,0,24,2,3,1823,0,0,4,2,0,2,2,30,1,1,1,3,2,0,0,0,0,0.500000276,0,VERDADERO,VERDADERO
236,1,6,2,0,14555,4,0,1,2,0,2,1,23,2,1,1,0,1,1,0,0,0,0.500000204,0,VERDADERO,VERDADERO
237,1,21,2,9,2767,1,4,4,0,0,2,2,61,0,0,2,1,1,0,0,0,0,0.500000042,0,VERDADERO,VERDADERO
238,3,12,4,3,1291,0,2,4,1,0,2,1,35,2,1,2,2,1,0,0,1,0,0.543964773,1,FALSO,VERDADERO
239,0,30,2,3,2522,0,4,1,2,2,3,1,39,2,1,1,2,2,0,0,1,1,0.731058525,1,VERDADERO,VERDADERO
240,0,24,2,0,915,4,4,4,1,0,2,2,29,0,1,1,2,1,0,0,0,0,0.500000284,0,VERDADERO,VERDADERO
241,3,6,2,3,1595,0,3,3,2,0,2,1,51,2,1,1,2,2,0,0,1,1,0.73105846,1,VERDADERO,VERDADERO
242,0,48,0,1,4605,0,4,3,2,0,4,3,24,2,2,2,2,2,0,0,0,0,0.500000178,0,VERDADERO,VERDADERO
243,3,12,4,9,1185,0,2,3,1,0,2,0,27,2,1,2,2,1,0,0,1,1,0.731058523,1,VERDADERO,VERDADERO
244,3,12,1,8,3447,2,2,4,1,0,3,0,35,2,1,1,1,2,0,0,1,1,0.731058515,1,VERDADERO,VERDADERO
245,3,24,2,9,1258,0,3,4,2,0,1,0,25,2,1,1,2,1,1,0,1,1,0.731058411,1,VERDADERO,VERDADERO
246,3,12,4,3,717,0,4,4,2,0,4,0,52,2,1,3,2,1,0,0,1,1,0.731058499,1,VERDADERO,VERDADERO
247,3,6,0,0,1204,1,2,4,2,0,1,3,35,0,0,1,2,1,0,1,1,1,0.731058384,1,VERDADERO,VERDADERO
248,2,24,2,2,1925,0,2,2,2,0,2,0,26,2,1,1,2,1,0,0,1,1,0.731058414,1,VERDADERO,VERDADERO
249,3,18,2,3,433,0,0,3,1,1,4,0,22,2,0,1,2,1,0,0,0,0,0.500000156,0,VERDADERO,VERDADERO
250,0,6,4,0,666,3,3,3,1,0,4,0,39,2,1,2,1,1,1,0,1,1,0.731058441,1,VERDADERO,VERDADERO
251,2,12,2,2,2251,0,2,1,1,0,2,2,46,2,1,1,1,1,0,0,1,1,0.685356652,1,VERDADERO,VERDADERO
252,1,30,2,0,2150,0,2,4,1,2,2,3,24,0,1,1,2,1,0,0,0,0,0.500000201,0,VERDADERO,VERDADERO
253,3,24,3,2,4151,1,2,2,2,0,3,1,35,2,1,2,2,1,0,0,1,1,0.731058633,1,VERDADERO,VERDADERO
254,1,9,2,2,2030,4,3,2,2,0,1,2,24,2,1,1,2,1,1,0,1,1,0.731058572,1,VERDADERO,VERDADERO
255,1,60,3,3,7418,4,2,1,2,0,1,0,27,2,1,1,1,1,0,0,1,1,0.674052059,1,VERDADERO,VERDADERO
256,3,24,4,3,2684,0,2,4,2,0,2,0,35,2,1,2,1,1,0,0,1,1,0.731058545,1,VERDADERO,VERDADERO
257,0,12,1,3,2149,0,2,4,0,0,1,3,29,2,2,1,2,1,0,0,0,0,0.500000164,0,VERDADERO,VERDADERO
258,3,15,2,1,3812,1,1,1,1,0,4,2,23,2,1,1,2,1,1,0,1,1,0.731058544,1,VERDADERO,VERDADERO
259,3,11,4,3,1154,1,0,4,1,0,4,0,57,2,1,3,1,1,0,0,1,1,0.731058444,1,VERDADERO,VERDADERO
260,0,12,2,2,1657,0,2,2,2,0,2,0,27,2,1,1,2,1,0,0,1,1,0.731058553,1,VERDADERO,VERDADERO
261,0,24,2,3,1603,0,4,4,1,0,4,2,55,2,1,1,2,1,0,0,1,1,0.731058494,1,VERDADERO,VERDADERO
262,0,18,4,0,5302,0,4,2,2,0,4,3,36,2,2,3,3,1,1,0,1,1,0.731058532,1,VERDADERO,VERDADERO
263,3,12,4,6,2748,0,4,2,1,0,4,3,57,0,2,3,1,1,0,0,1,1,0.731058503,1,VERDADERO,VERDADERO
264,3,10,4,0,1231,0,4,3,2,0,4,0,32,2,1,2,1,2,0,1,1,1,0.731058442,1,VERDADERO,VERDADERO
265,1,15,2,3,802,0,4,4,2,0,3,2,37,2,1,1,2,2,0,0,0,0,0.500000226,0,VERDADERO,VERDADERO
266,3,36,4,9,6304,4,4,4,2,0,4,0,36,2,1,2,2,1,0,0,1,1,0.685329353,1,VERDADERO,VERDADERO
267,3,24,2,3,1533,0,1,4,1,0,3,2,38,1,1,1,2,1,1,0,1,1,0.731058436,1,VERDADERO,VERDADERO
268,0,14,2,0,8978,0,4,1,0,0,4,1,45,2,1,1,3,1,1,1,0,0,0.500000335,0,VERDADERO,VERDADERO
269,3,24,2,3,999,4,4,4,2,0,2,2,25,2,1,2,2,1,0,0,1,1,0.690220442,1,VERDADERO,VERDADERO
270,3,18,2,0,2662,4,3,4,2,0,3,1,32,2,1,1,2,1,0,1,1,1,0.731058494,1,VERDADERO,VERDADERO
271,3,12,4,2,1402,2,3,3,1,0,4,2,37,2,0,1,2,1,1,0,1,1,0.731058586,1,VERDADERO,VERDADERO
272,1,48,1,0,12169,4,0,4,2,1,4,3,36,2,2,1,3,1,1,0,1,1,0.731058419,1,VERDADERO,VERDADERO
273,1,48,2,3,3060,0,3,4,2,0,4,0,28,2,1,2,2,1,0,0,0,0,0.583877375,1,VERDADERO,FALSO
274,0,30,2,5,11998,0,1,1,0,0,1,3,34,2,1,1,1,1,1,0,0,0,0.500000409,0,VERDADERO,VERDADERO
275,3,9,2,3,2697,0,2,1,2,0,2,0,32,2,1,1,2,2,0,0,1,1,0.731058515,1,VERDADERO,VERDADERO
276,3,18,4,3,2404,0,2,2,1,0,2,2,26,2,1,2,2,1,0,0,1,1,0.73105857,1,VERDADERO,VERDADERO
277,0,12,2,2,1262,4,4,2,0,0,4,1,49,2,1,1,1,1,1,0,1,1,0.731058459,1,VERDADERO,VERDADERO
278,3,6,2,2,4611,0,1,1,1,0,4,1,32,2,1,1,2,1,0,0,0,0,0.500000371,0,VERDADERO,VERDADERO
279,3,24,2,3,1901,1,2,4,2,0,4,2,29,2,0,1,3,1,1,0,1,1,0.731058558,1,VERDADERO,VERDADERO
280,3,15,4,1,3368,3,4,3,2,0,4,3,23,2,0,2,2,1,1,0,1,1,0.73105839,1,VERDADERO,VERDADERO
281,3,12,2,2,1574,0,2,4,2,0,2,0,50,2,1,1,2,1,0,0,1,1,0.731058471,1,VERDADERO,VERDADERO
282,2,18,1,3,1445,4,3,4,2,0,4,2,49,0,1,1,1,1,0,0,1,1,0.731058506,1,VERDADERO,VERDADERO
283,3,15,4,2,1520,4,4,4,2,0,4,1,63,2,1,1,2,1,0,0,1,1,0.684224272,1,VERDADERO,VERDADERO
284,1,24,4,0,3878,1,1,4,0,0,2,2,37,2,1,1,2,1,1,0,1,1,0.680057584,1,VERDADERO,VERDADERO
285,0,47,2,0,10722,0,1,1,1,0,1,0,35,2,1,1,1,1,1,0,1,1,0.731058421,1,VERDADERO,VERDADERO
286,0,48,2,1,4788,0,3,4,2,0,3,1,26,2,1,1,2,2,0,0,1,1,0.731058546,1,VERDADERO,VERDADERO
287,1,48,3,10,7582,1,0,2,2,0,4,3,31,2,2,1,3,1,1,0,1,1,0.731058472,1,VERDADERO,VERDADERO
288,1,12,2,3,1092,0,2,4,1,2,4,0,49,2,1,2,2,1,1,0,1,1,0.695001515,1,VERDADERO,VERDADERO
289,0,24,3,3,1024,0,1,4,3,0,4,0,48,1,1,1,2,1,0,0,0,0,0.500000283,0,VERDADERO,VERDADERO
290,3,12,2,9,1076,0,2,2,3,0,2,0,26,2,1,1,2,1,1,1,1,1,0.731058644,1,VERDADERO,VERDADERO
291,1,36,2,1,9398,0,1,1,3,0,4,2,28,2,0,1,3,1,1,0,0,0,0.500000207,0,VERDADERO,VERDADERO
292,0,24,4,1,6419,0,4,2,1,0,4,3,44,2,2,2,3,2,1,0,1,1,0.731058508,1,VERDADERO,VERDADERO
293,2,42,4,1,4796,0,4,4,2,0,4,3,56,2,2,1,2,1,0,0,1,1,0.731058522,1,VERDADERO,VERDADERO
294,3,48,4,9,7629,4,4,4,0,0,2,2,46,0,1,2,3,2,0,0,1,1,0.731058524,1,VERDADERO,VERDADERO
295,1,48,2,2,9960,0,1,1,1,0,2,2,26,2,1,1,2,1,1,0,0,0,0.50000023,0,VERDADERO,VERDADERO
296,3,12,2,1,4675,4,1,1,1,0,4,2,20,2,0,1,2,1,0,0,1,1,0.731058427,1,VERDADERO,VERDADERO
297,3,10,2,0,1287,4,4,4,2,1,2,1,45,2,1,1,1,1,0,1,1,1,0.713321859,1,VERDADERO,VERDADERO
298,3,18,2,2,2515,0,2,3,2,0,4,0,43,2,1,1,2,1,1,0,1,1,0.731058493,1,VERDADERO,VERDADERO
299,1,21,4,2,2745,3,3,3,2,0,2,2,32,2,1,2,2,1,1,0,1,1,0.731058611,1,VERDADERO,VERDADERO
300,3,6,2,0,672,0,0,1,1,0,4,0,54,2,1,1,0,1,1,0,1,1,0.731058421,1,VERDADERO,VERDADERO
301,1,36,0,3,3804,0,2,4,1,0,1,2,42,2,1,1,2,1,1,0,0,0,0.500000198,0,VERDADERO,VERDADERO
302,2,24,4,0,1344,4,3,4,2,0,2,0,37,0,1,2,1,2,0,0,0,0,0.500000194,0,VERDADERO,VERDADERO
303,0,10,4,0,1038,0,3,4,2,1,3,1,49,2,1,2,2,1,1,0,1,1,0.677519537,1,VERDADERO,VERDADERO
304,3,48,4,0,10127,2,2,2,2,0,2,3,44,0,2,1,2,1,0,0,0,0,0.50000024,0,VERDADERO,VERDADERO
305,3,6,2,2,1543,3,2,4,0,0,2,0,33,2,1,1,2,1,0,0,1,1,0.731058475,1,VERDADERO,VERDADERO
306,3,30,2,1,4811,4,3,2,1,0,4,1,24,1,0,1,1,1,0,0,1,1,0.731058426,1,VERDADERO,VERDADERO
307,0,12,2,3,727,1,1,4,3,0,3,3,33,2,1,1,1,1,1,0,0,0,0.500000247,0,VERDADERO,VERDADERO
308,1,8,2,2,1237,0,2,3,1,0,4,0,24,2,1,1,2,1,0,0,0,1,0.676793317,1,FALSO,FALSO
309,1,9,2,0,276,0,2,4,3,0,4,0,22,2,0,1,1,1,0,0,1,1,0.731058557,1,VERDADERO,VERDADERO
310,1,48,2,10,5381,4,0,3,2,0,4,3,40,0,2,1,0,1,1,0,1,1,0.73105857,1,VERDADERO,VERDADERO
311,3,24,2,2,5511,1,2,4,2,0,1,2,25,1,1,1,2,1,0,0,1,1,0.731058495,1,VERDADERO,VERDADERO
312,2,24,2,2,3749,0,1,2,1,0,4,2,26,2,1,1,2,1,0,0,1,1,0.731058579,1,VERDADERO,VERDADERO
313,1,12,2,0,685,0,3,2,3,0,3,2,25,0,1,1,1,1,0,0,0,0,0.500000162,0,VERDADERO,VERDADERO
314,2,4,2,0,1494,4,1,1,2,0,2,0,29,2,1,1,1,2,0,1,1,0,0.613747948,1,FALSO,VERDADERO
315,0,36,1,2,2746,0,4,4,2,0,4,2,31,0,1,1,2,1,0,0,0,0,0.500000067,0,VERDADERO,VERDADERO
316,0,12,2,2,708,0,2,2,2,2,3,1,38,2,1,1,1,2,0,0,1,1,0.731058468,1,VERDADERO,VERDADERO
317,1,24,2,2,4351,4,2,1,1,0,4,1,48,2,1,1,1,1,1,0,1,1,0.731058442,1,VERDADERO,VERDADERO
318,3,12,4,6,701,0,2,4,2,0,2,2,32,2,1,2,2,1,0,0,1,1,0.731058497,1,VERDADERO,VERDADERO
319,0,15,3,2,3643,0,4,1,1,0,4,1,27,2,1,2,1,1,0,0,1,1,0.731058452,1,VERDADERO,VERDADERO
320,1,30,4,0,4249,0,0,4,3,0,2,2,28,2,1,2,3,1,0,0,0,0,0.500000322,0,VERDADERO,VERDADERO
321,0,24,2,3,1938,0,1,4,0,0,3,1,32,2,1,1,2,1,0,0,0,0,0.602218825,1,VERDADERO,FALSO
322,0,24,2,1,2910,0,3,2,2,0,1,3,34,2,2,1,3,1,1,0,1,1,0.731058494,1,VERDADERO,VERDADERO
323,0,18,2,2,2659,3,2,4,2,0,2,2,28,2,1,1,2,1,0,0,1,1,0.731058454,1,VERDADERO,VERDADERO
324,3,18,4,0,1028,0,2,4,1,0,3,0,36,2,1,2,2,1,0,0,1,1,0.731058485,1,VERDADERO,VERDADERO
325,0,8,4,0,3398,0,3,1,2,0,4,0,39,2,1,2,1,1,0,1,1,1,0.731058461,1,VERDADERO,VERDADERO
326,3,12,4,2,5801,4,4,2,2,0,4,1,49,2,0,1,2,1,1,0,1,1,0.731058525,1,VERDADERO,VERDADERO
327,3,24,2,0,1525,3,3,4,1,0,3,2,34,2,1,1,2,2,1,0,1,1,0.719525114,1,VERDADERO,VERDADERO
328,2,36,2,3,4473,0,4,4,2,0,2,2,31,2,1,1,2,1,0,0,1,1,0.731058427,1,VERDADERO,VERDADERO
329,1,6,2,3,1068,0,4,4,2,0,4,2,28,2,1,1,2,2,0,0,1,1,0.68152399,1,VERDADERO,VERDADERO
330,0,24,4,1,6615,0,0,2,2,0,4,3,75,2,2,2,3,1,1,0,1,1,0.731058593,1,VERDADERO,VERDADERO
331,3,18,4,6,1864,1,2,4,1,0,2,0,30,2,1,2,2,1,0,0,0,0,0.500000238,0,VERDADERO,VERDADERO
